nama_wilayah,tipe_wilayah,kode_wilayah,tahun,dbh_pajak,dbh_sda,dbh_lainnya,dau_block_grant,dau_earmark,dak_fisik,dak_nonfisik,hibah,did_reguler,dana_desa
Kota Pariaman,Kota,31744116140,2016,14206365778,773462839,0,422666213000,0,74063073954,22675323000,0,0,33376164954
Kota Pariaman,Kota,31744116140,2017,14498137756,1315740597,0,415241327000,0,50474764247,35105886907,0,7500000000,44148673000
Kota Pariaman,Kota,31744116140,2018,10128371761,1460532178,0,415241327000,0,41131017409,41965917198,0,8500000000,41270376154
Kota Pariaman,Kota,31744116140,2019,8149138478,1824173950,0,428104412000,0,50155779583,39854829060,0,22621066000,48050233995
Kota Pariaman,Kota,31744116140,2020,10070963457,1948740261,0,389252498000,0,45195271557,41971259280,0,26795066000,48819423000
Kota Pariaman,Kota,31744116140,2021,14301231184,3294047404,0,382767313000,0,34095060379,43850740135,0,7148713000,49758531000
Kota Pariaman,Kota,31744116140,2022,12603366858,4852448263,0,382767313000,0,31604833631,54512451792,0,8914775000,39543276000
Kota Pariaman,Kota,31744116140,2023,6243342000,3468958000,4480180000,333752022000,66363573000,30681315075,62073158339,1272000000,6012923000,41372835000
Kota Pariaman,Kota,31744116140,2024,4939733000,2028046000,3957528000,374419331000,43087407000,34147923493,60968784329,0,0,41844428000
Kota Dumai,Kota,31744116140,2014,47181668500,497441677823,0,359840493000,0,0,0,0,0,0
Kota Dumai,Kota,31744116140,2015,40459077650,199109990637,0,343254509000,0,4486572000,0,0,0,0
Kota Dumai,Kota,31744116140,2016,52721434468,163394153642,0,406116504000,0,55284991898,39153462875,0,0,0
Kota Dumai,Kota,31744116140,2017,59743168147,145518428453,0,408643780000,0,107041407132,55499726521,0,0,0
Kota Dumai,Kota,31744116140,2018,58145053156,158526075439,0,427188089000,0,101119543037,65211730418,0,0,0
Kota Dumai,Kota,31744116140,2019,57665403597,158673158620,0,465621378000,0,129854185215,65593618440,0,21467529000,0
Kota Dumai,Kota,31744116140,2020,47191662962,197525362203,0,424090440000,0,132414298524,71530956878,0,45719565000,0
Kota Dumai,Kota,31744116140,2021,74251337453,84027773437,0,429427931000,0,92602935776,69310905000,0,31603245000,0
Kota Dumai,Kota,31744116140,2022,69249079554,138110384692,0,429554051000,0,61389147488,116193472160,0,20360896000,0
Kota Dumai,Kota,31744116140,2023,90318989000,438934918000,16782649000,340058497000,109003524000,47075071699,131896126535,0,46474391000,0
Kota Dumai,Kota,31744116140,2024,77952636620,274774212000,14824806000,400249895000,89243162306,38187983525,136098235941,0,33591087000,0
Kota Pekanbaru,Kota,31744116140,2014,118084443249,490727482858,0,809987156000,0,34232573000,0,0,0,0
Kota Pekanbaru,Kota,31744116140,2015,88958295150,195633097371,0,776411106000,0,24935100000,0,0,0,0
Kota Pekanbaru,Kota,31744116140,2016,147947465623,161403784742,0,789341355000,0,67962816105,115146866400,0,0,0
Kota Pekanbaru,Kota,31744116140,2017,120049175746,143317272436,0,784376941000,0,55143141200,150018094457,0,0,0
Kota Pekanbaru,Kota,31744116140,2018,109210648782,156957018140,0,798138148000,0,42894974327,170036955254,0,27250000000,0
Kota Pekanbaru,Kota,31744116140,2019,76044553624,157062826525,0,862694427000,0,74083089605,166748347855,0,12179366000,0
Kota Pekanbaru,Kota,31744116140,2020,112931207545,195631691359,0,810814967000,0,31819651162,164478941524,0,53718433000,0
Kota Pekanbaru,Kota,31744116140,2021,158475020671,80979157178,0,800145136000,0,81152542747,178645610000,0,22238212000,0
Kota Pekanbaru,Kota,31744116140,2022,143236050645,135889260688,0,800145136000,0,55839140812,290802076423,0,0,0
Kota Pekanbaru,Kota,31744116140,2023,182652837000,146213516300,13227487000,696249267000,171705556000,32786713679,313908195065,0,19178601000,0
Kota Pekanbaru,Kota,31744116140,2024,153986435130,82469644000,11684385000,877551186000,90692040003,78876438132,323160718378,0,10358708500,0
Kota Jambi,Kota,31744116140,2014,54437755664,69165677557,0,678620172000,0,50248330000,0,0,0,0
Kota Jambi,Kota,31744116140,2015,48263152500,35079770868,0,668201807000,0,107133110000,0,0,0,0
Kota Jambi,Kota,31744116140,2016,69965791462,38226475638,0,727564344000,0,218399352675,129476999100,0,0,0
Kota Jambi,Kota,31744116140,2017,77208962710,41004971833,0,714783378000,0,90039442310,99846351294,0,0,0
Kota Jambi,Kota,31744116140,2018,71783410324,46849999483,0,714783378000,0,148625649198,128672467086,0,18000000000,0
Kota Jambi,Kota,31744116140,2019,64629121553,68559903341,0,759707231000,0,105450211622,119605857060,0,11291209000,0
Kota Jambi,Kota,31744116140,2020,62421024387,38539994057,0,687484664000,0,125214919699,124896588182,0,37746049000,0
Kota Jambi,Kota,31744116140,2021,102193378243,41669613112,0,675288713000,0,103108694195,118275181000,0,40519528000,0
Kota Jambi,Kota,31744116140,2022,86354912633,91016107337,0,675288713000,0,52522115729,176869071153,0,22192745000,0
Kota Jambi,Kota,31744116140,2023,83958887000,52715100000,5056196000,557054785000,153833645473,46258109474,181596739254,0,5918541000,0
Kota Jambi,Kota,31744116140,2024,73231507000,34149781000,4466346000,637384496000,176345014984,46839961290,187767067379,1458000000,11796475000,0
Kota Sungai Penuh,Kota,31744116140,2014,9147709388,62398686212,0,365298130000,0,27039360000,0,0,0,0
Kota Sungai Penuh,Kota,31744116140,2015,9903640800,32023143170,0,370113129000,0,40221070000,0,0,0,17894481000
Kota Sungai Penuh,Kota,31744116140,2016,12551390548,37216096264,0,425686742000,0,86536484845,33246232530,0,5000000000,40095850119
Kota Sungai Penuh,Kota,31744116140,2017,13936241765,40652591074,0,419516054000,0,52516340307,37852480310,0,0,51032640200
Kota Sungai Penuh,Kota,31744116140,2018,10225436129,46495322113,0,422532652000,0,44055891299,48294707080,0,17750000000,47204703200
Kota Sungai Penuh,Kota,31744116140,2019,9942524805,48787074703,0,452442853000,0,58839614472,48022254935,0,44139667000,54610957200
Kota Sungai Penuh,Kota,31744116140,2020,9703426803,57669262708,0,412574295000,0,49129505013,48636153000,0,35043462000,55792104270
Kota Sungai Penuh,Kota,31744116140,2021,14140305713,42252542631,0,405067761000,0,42862279082,52850183055,0,31312186000,56141889627
Kota Sungai Penuh,Kota,31744116140,2022,13363103605,89279085391,0,405067761000,0,39456411602,55594400526,0,13564481000,46751505168
Kota Sungai Penuh,Kota,31744116140,2023,12638144700,51311072000,3807250000,352268055000,70237730000,41081776282,61396145575,0,10400931000,49394385788
Kota Sungai Penuh,Kota,31744116140,2024,10757137000,36467949000,3363101000,374982435000,81395204574,29632981639,59376747216,0,7085261000,50414782000
Kota Palembang,Kota,31744116140,2014,97709404655,196805369187,0,1203662453000,0,49542278000,0,0,22858970000,0
Kota Palembang,Kota,31744116140,2015,72151259150,96888502350,0,1210604984000,0,82180080000,0,0,2000000000,0
Kota Palembang,Kota,31744116140,2016,217091658535,86422086204,0,1292124896000,0,141619707065,245564264000,0,0,0
Kota Palembang,Kota,31744116140,2017,124561291427,108730914731,0,1269426417000,0,161187492084,270104316869,0,7500000000,0
Kota Palembang,Kota,31744116140,2018,122359289780,116882059110,0,1269426417000,0,158891313917,323008909719,0,25250000000,0
Kota Palembang,Kota,31744116140,2019,98680375169,125142704050,0,1357511167000,0,113732772064,292471306744,0,61655874000,0
Kota Palembang,Kota,31744116140,2020,112592422517,167821519694,0,1226620875000,0,172424111195,285614834034,0,38443326000,0
Kota Palembang,Kota,31744116140,2021,141940422052,89834426404,0,1207730107000,0,117689886014,276343470683,0,8153205000,0
Kota Palembang,Kota,31744116140,2022,142287605619,205994692895,0,1207730107000,0,68044519129,430669438662,0,8972792000,0
Kota Palembang,Kota,31744116140,2023,149279220000,204622545000,6645286000,833344040000,475433312000,74457669075,456145173454,90440811006,11929501000,0
Kota Palembang,Kota,31744116140,2024,131689246000,147254370000,5870055000,1282601162000,157681486332,82310765943,460119352220,5590000000,0,0
Kota Prabumulih,Kota,31744116140,2014,62965518323,216863742566,0,383313715000,0,32536350000,0,0,0,0
Kota Prabumulih,Kota,31744116140,2015,67469406050,105437255589,0,406701018000,0,41297830000,0,0,3000000000,5251221000
Kota Prabumulih,Kota,31744116140,2016,76282164657,101548461545,0,414173572000,0,99841271374,57830786500,0,5000000000,10138386000
Kota Prabumulih,Kota,31744116140,2017,96147741440,118643163129,0,412228943000,0,48405388012,36682881980,0,7500000000,12839079000
Kota Prabumulih,Kota,31744116140,2018,100947039667,123031546418,0,416312645000,0,41665225143,56115380256,0,17000000000,16294634000
Kota Prabumulih,Kota,31744116140,2019,117083017456,192451192499,0,441352435000,0,61793538798,53343484440,0,20377462000,21214413000
Kota Prabumulih,Kota,31744116140,2020,73597425102,124537149282,0,399247165000,0,61544653741,58475952000,0,26680256000,21868335000
Kota Prabumulih,Kota,31744116140,2021,184343243202,88343919786,0,392368815000,0,47237439269,56716694640,0,28549395000,22642570000
Kota Prabumulih,Kota,31744116140,2022,126480212061,218341620769,0,392368815000,0,32197650822,79340755530,0,6249357000,11064172000
Kota Prabumulih,Kota,31744116140,2023,124843420000,232770767000,8652644000,289040851000,118280166000,30966215433,87883263462,0,6057097000,10466952000
Kota Prabumulih,Kota,31744116140,2024,107742453000,171240302000,7643237000,380959019000,60154659078,19417261151,82570232744,0,20112860000,10560088000
Kota Pagar Alam,Kota,31744116140,2014,18699250471,196854334935,0,354727429000,0,36716820000,0,0,0,0
Kota Pagar Alam,Kota,31744116140,2015,15137680550,96908919250,0,351582212000,0,56398080000,0,0,0,0
Kota Pagar Alam,Kota,31744116140,2016,18220037473,86565800014,0,390188364000,0,101665284392,28838275000,0,39341234000,0
Kota Pagar Alam,Kota,31744116140,2017,16713335576,108893357573,0,387411982000,0,144404405000,33773464020,0,7500000000,0
Kota Pagar Alam,Kota,31744116140,2018,12295658249,118259747872,0,391943478000,0,73285047396,40533801866,0,8000000000,0
Kota Pagar Alam,Kota,31744116140,2019,10535214600,125170001301,0,415074581000,0,58141347070,39149027500,0,12184320000,0
Kota Pagar Alam,Kota,31744116140,2020,11738984040,168028480878,0,372566430000,0,55614487657,40320271000,0,10557416000,0
Kota Pagar Alam,Kota,31744116140,2021,17434004370,90845646197,0,365676108000,0,43684893818,41088074340,0,12314768000,0
Kota Pagar Alam,Kota,31744116140,2022,15756712272,208337123608,0,365676108000,0,76696878343,56758146384,0,38155519000,0
Kota Pagar Alam,Kota,31744116140,2023,29217896000,245075492000,4717056000,283156691000,96451791000,57759530766,64987356983,0,42519633000,0
Kota Pagar Alam,Kota,31744116140,2024,32611149000,201367276000,4166770000,301920948000,101036234581,23916324605,62096268858,636000000,6234476000,0
Kota Lubuk Linggau,Kota,31744116140,2014,25832812976,196805369187,0,414757867000,0,44038200000,0,0,2000000000,0
Kota Lubuk Linggau,Kota,31744116140,2015,16436448000,96888502350,0,415549771000,0,53515870000,0,0,3000000000,0
Kota Lubuk Linggau,Kota,31744116140,2016,25618253444,86422086204,0,446789308000,0,118800372127,51464565000,0,5000000000,0
Kota Lubuk Linggau,Kota,31744116140,2017,20780120876,108730914731,0,444207307000,0,105328376670,47068935154,0,7500000000,0
Kota Lubuk Linggau,Kota,31744116140,2018,15518389184,116882059110,0,449082849000,0,65833792842,58838026130,0,17750000000,0
Kota Lubuk Linggau,Kota,31744116140,2019,11117428649,125244815150,0,497399929000,0,88401188636,54639075800,0,11136466000,0
Kota Lubuk Linggau,Kota,31744116140,2020,15922839480,167821519694,0,450072853000,0,51702340922,63314834000,0,46150671000,0
Kota Lubuk Linggau,Kota,31744116140,2021,20686335612,89834426404,0,441802413000,0,57058049834,62606970000,0,24434975000,0
Kota Lubuk Linggau,Kota,31744116140,2022,18491908978,212000334149,0,441802413000,0,40545121203,88094211822,0,27740966000,0
Kota Lubuk Linggau,Kota,31744116140,2023,31412031000,152604042000,6729745000,340340578000,120296815000,23767652185,99657618693,0,12715141000,0
Kota Lubuk Linggau,Kota,31744116140,2024,33333606000,106751423000,5944661000,360451094000,119472547794,24603843506,93350393233,0,10332043500,0
Kota Bengkulu,Kota,31744116140,2014,24354103284,9940836239,0,602742391000,0,38649960000,0,0,0,0
Kota Bengkulu,Kota,31744116140,2015,17427084250,13958144306,0,610294533000,0,28003965000,0,0,0,0
Kota Bengkulu,Kota,31744116140,2016,29286171964,5787880993,0,683389297000,0,71500117261,87972720000,0,0,0
Kota Bengkulu,Kota,31744116140,2017,28156967332,4506868502,0,671384345000,0,66515945865,94497719885,0,42874120000,0
Kota Bengkulu,Kota,31744116140,2018,21928043675,6143829458,0,671384345000,0,43328968617,114080409149,0,0,0
Kota Bengkulu,Kota,31744116140,2019,15241904697,14718591757,0,711789540000,0,78106303715,111319439820,0,0,0
Kota Bengkulu,Kota,31744116140,2020,29215224144,6874353601,0,647053589000,0,28051389642,107844304000,0,45661000000,0
Kota Bengkulu,Kota,31744116140,2021,32312950952,7538270551,0,635162215000,0,46336733683,112411593000,0,21269540000,0
Kota Bengkulu,Kota,31744116140,2022,28941610388,16983882016,0,635162215000,0,43581285484,143593708220,0,9465842000,0
Kota Bengkulu,Kota,31744116140,2023,28547560000,14878804000,6127688000,490445846000,172150332000,42196681975,154096593756,1749000000,0,0
Kota Bengkulu,Kota,31744116140,2024,19709935000,13146672000,5412839000,595460606000,92240858591,74157989389,155382234638,396000000,6426780000,0
Kota Bandar Lampung,Kota,31744116140,2014,54766080912,20806423843,0,921826931000,0,42841640000,0,0,26273764000,0
Kota Bandar Lampung,Kota,31744116140,2015,35616681950,9361248318,0,950106009000,0,21338810000,0,0,22515975000,0
Kota Bandar Lampung,Kota,31744116140,2016,52549432675,5784091669,0,1053232762000,0,95396490287,168692930500,0,5000000000,0
Kota Bandar Lampung,Kota,31744116140,2017,56692276919,15396639203,0,1034730849000,0,99529468987,207306653511,0,7500000000,0
Kota Bandar Lampung,Kota,31744116140,2018,52323993745,13004745505,0,1034730849000,0,53661757667,211247121158,0,0,0
Kota Bandar Lampung,Kota,31744116140,2019,38336535277,5073558679,0,1114812630000,0,50955067282,202492846380,0,9163335000,0
Kota Bandar Lampung,Kota,31744116140,2020,52953586193,7870503455,0,1019027785000,0,48014548928,197527962259,0,40888117000,0
Kota Bandar Lampung,Kota,31744116140,2021,73184538541,7718319280,0,1002213665000,0,59166237809,199738203000,0,34272707000,0
Kota Bandar Lampung,Kota,31744116140,2022,63045124802,17315224354,0,1002213665000,0,41810272846,281600868569,0,8791675000,0
Kota Bandar Lampung,Kota,31744116140,2023,68216643425,10708383000,5158578000,864642934000,201208404000,39502740170,302817504524,0,5480252000,0
Kota Bandar Lampung,Kota,31744116140,2024,50180651430,4445475000,4556785000,973667433000,177886490976,48432906052,317665602280,0,17507567000,0
Kota Metro,Kota,31744116140,2014,19014593922,20805783843,0,414624161000,0,34078240000,0,0,3000000000,0
Kota Metro,Kota,31744116140,2015,14435157100,9361248318,0,422921330000,0,47459160000,0,0,0,0
Kota Metro,Kota,31744116140,2016,18229602357,5784091669,0,463881055000,0,140452463959,54876587500,0,5000000000,0
Kota Metro,Kota,31744116140,2017,18435906333,15396639203,0,455732157000,0,147892755253,47785655876,0,7500000000,0
Kota Metro,Kota,31744116140,2018,13904585725,12876195832,0,455732157000,0,82471164171,59082922684,0,25500000000,0
Kota Metro,Kota,31744116140,2019,9936486374,4788881819,0,476738335000,0,94611578184,57782052230,0,20768002000,0
Kota Metro,Kota,31744116140,2020,12948597396,7861232341,0,435052452000,0,55657994591,61823285000,0,49532667000,0
Kota Metro,Kota,31744116140,2021,18350274978,7499129150,0,427590058000,0,36924967500,63819943000,0,40105386000,0
Kota Metro,Kota,31744116140,2022,17124014033,17143404066,0,427590058000,0,29845190868,79872243523,0,30673067000,0
Kota Metro,Kota,31744116140,2023,11705304000,14437952000,1838485000,391946467000,54056247000,19092825212,90779036813,0,42668412000,0
Kota Metro,Kota,31744116140,2024,9852211000,6371397000,1624009000,412316455000,59294847838,27260372197,88428708970,0,28837763000,0
Kota Bandung,Kota,31744116140,2014,208505514355,33056068849,0,1596749326000,0,47705355000,0,0,0,0
Kota Bandung,Kota,31744116140,2015,151312813000,22071782066,0,1574737891000,0,17709340000,0,0,0,0
Kota Bandung,Kota,31744116140,2016,288182088748,22087621973,0,1672456589000,0,31090790000,424563288000,0,0,0
Kota Bandung,Kota,31744116140,2017,317156989726,27305603507,0,1643076905000,0,49272423515,296335892429,0,0,0
Kota Bandung,Kota,31744116140,2018,297754381674,23969468586,0,1643076905000,0,39228791268,423208269305,0,0,0
Kota Bandung,Kota,31744116140,2019,235197118294,17809796096,0,1798002611000,0,48079293133,409648122745,0,0,0
Kota Bandung,Kota,31744116140,2020,311403894343,38720505418,0,1589628887000,0,44369604582,431486249479,0,97308562000,0
Kota Bandung,Kota,31744116140,2021,381527735713,47781705502,0,1566037358000,0,65865660910,396086429448,0,48660924000,0
Kota Bandung,Kota,31744116140,2022,375222538826,29998449528,0,1566037358000,0,60434805695,612433890699,0,0,0
Kota Bandung,Kota,31744116140,2023,479879508000,47340024000,1000000000,1342735831000,301283249000,54942069096,645146757167,0,0,0
Kota Bandung,Kota,31744116140,2024,316859081000,30319867000,0,1567110138000,179049282105,46928199502,671671557953,4463898000,0,0
Kota Bekasi,Kota,31744116140,2014,98781446931,33056068849,0,1133417253000,0,21426024000,0,0,0,0
Kota Bekasi,Kota,31744116140,2015,81006323200,22071782066,0,1198049800000,0,31389560000,0,0,0,0
Kota Bekasi,Kota,31744116140,2016,122129090257,22087621973,0,1233705774000,0,52405299048,213554002059,0,0,0
Kota Bekasi,Kota,31744116140,2017,128437230989,27305603507,0,1212033531000,0,35835235000,244711147363,0,52941282000,0
Kota Bekasi,Kota,31744116140,2018,122701498254,23969468586,0,1212033531000,0,31470558631,263781888443,0,0,0
Kota Bekasi,Kota,31744116140,2019,87230306649,17767504896,0,1277170408000,0,37677145714,265091053420,0,60780190000,0
Kota Bekasi,Kota,31744116140,2020,128496071926,41684087669,0,1147628323000,0,49531905970,275316326000,0,71382704000,0
Kota Bekasi,Kota,31744116140,2021,163686082909,47931215902,0,1137891061000,0,51028060424,277490419000,0,58641867000,0
Kota Bekasi,Kota,31744116140,2022,153846706151,42261384910,0,1137891061000,0,55624251060,531775716008,0,16318528000,0
Kota Bekasi,Kota,31744116140,2023,178465247000,27719688000,1000000000,975209496000,247047424000,34243980406,575104521516,0,6185659500,0
Kota Bekasi,Kota,31744116140,2024,148288931000,20982147000,500000000,1225277882000,117607070000,37622389727,619134928658,0,5688346000,0
Kota Bogor,Kota,31744116140,2014,56793289829,33056068849,0,732337058000,0,33477500000,0,0,0,0
Kota Bogor,Kota,31744116140,2015,46431934850,22071782066,0,737833158000,0,8616560000,0,0,0,0
Kota Bogor,Kota,31744116140,2016,70763321410,22087621973,0,806089544000,0,71559163000,123122456028,0,0,0
Kota Bogor,Kota,31744116140,2017,75475315936,27305603507,0,791929143000,0,40535662000,149478205775,0,0,0
Kota Bogor,Kota,31744116140,2018,70988926350,23969468586,0,791929143000,0,24406108360,155469087905,0,0,0
Kota Bogor,Kota,31744116140,2019,53539707123,17824536696,0,856516761000,0,31658315724,163455590425,0,41073011000,0
Kota Bogor,Kota,31744116140,2020,86344563026,38721289571,0,762556115000,0,36040945609,165127832265,0,28928586000,0
Kota Bogor,Kota,31744116140,2021,101401037398,47781743302,0,751862545000,0,17156365336,161491992830,0,57017287000,0
Kota Bogor,Kota,31744116140,2022,89972601162,39358138570,0,751862545000,0,79141831118,283487119770,0,32306424000,0
Kota Bogor,Kota,31744116140,2023,91358022000,25654508000,1000000000,606779086000,186298511000,55796999805,298780741220,0,5912254000,0
Kota Bogor,Kota,31744116140,2024,77471306000,19487273000,1000000000,746216401000,112384216000,44829645150,329085258450,0,28047664000,0
Kota Cirebon,Kota,31744116140,2014,40268926155,33056068849,0,583927691000,0,32145380000,0,0,0,0
Kota Cirebon,Kota,31744116140,2015,31578007700,22071782066,0,577764436000,0,141699660000,0,0,0,0
Kota Cirebon,Kota,31744116140,2016,52723261774,22087621973,0,588109947000,0,131880412094,75038192030,0,33661502000,0
Kota Cirebon,Kota,31744116140,2017,56269988274,27305603507,0,577778746000,0,80826512099,81106961660,0,0,0
Kota Cirebon,Kota,31744116140,2018,47907859499,23969468586,0,577778746000,0,74413848726,90075346707,0,17500000000,0
Kota Cirebon,Kota,31744116140,2019,34878872558,17798662596,0,600608045000,0,65878630506,88249441970,0,22488561000,0
Kota Cirebon,Kota,31744116140,2020,50799243487,38720505418,0,545286189000,0,87866147050,95730055100,0,31470454000,0
Kota Cirebon,Kota,31744116140,2021,64669875426,47781705502,0,536524293000,0,38198980529,97138553000,0,0,0
Kota Cirebon,Kota,31744116140,2022,59371600422,39358275570,0,536524293000,0,40200124753,131332351470,0,27043861000,0
Kota Cirebon,Kota,31744116140,2023,62969231060,23016978000,0,388577574000,170655384000,25648122847,144386762200,2130000000,12674059000,0
Kota Cirebon,Kota,31744116140,2024,51228751000,15619423000,0,537215913000,68942367000,28244349486,159269475078,3936526784,0,0
Kota Depok,Kota,31744116140,2014,66667730674,33056068849,0,838572784000,0,33684848000,0,0,22197377000,0
Kota Depok,Kota,31744116140,2015,51488078300,22071782066,0,879459283000,0,22507760000,0,0,23956399000,0
Kota Depok,Kota,31744116140,2016,82032963323,22087621973,0,865880956000,0,51193221000,95735236500,0,5000000000,0
Kota Depok,Kota,31744116140,2017,87006774148,27305603507,0,850670212000,0,47587051612,158995496509,0,7500000000,0
Kota Depok,Kota,31744116140,2018,78494670284,23969468586,0,860675991000,0,23795284051,171724169676,0,78250000000,0
Kota Depok,Kota,31744116140,2019,64295507776,17772619096,0,950369136000,0,31469904304,173868599135,0,10232668000,0
Kota Depok,Kota,31744116140,2020,86955649540,38720505418,0,843978499000,0,29741081210,192260755000,0,63984803000,0
Kota Depok,Kota,31744116140,2021,110608425036,47781705502,0,843688626000,0,22375540511,166665150373,0,54239257000,0
Kota Depok,Kota,31744116140,2022,110751907702,39358275570,0,843688626000,0,25504964350,391207108540,0,0,0
Kota Depok,Kota,31744116140,2023,122354000725,25473714000,1000000000,728115563000,197203856639,27984140767,433507068335,0,36723423000,0
Kota Depok,Kota,31744116140,2024,96876794000,19195248000,1000000000,972846311000,79750446786,29719164218,450219769448,1962000000,27892984000,0
Kota Sukabumi,Kota,31744116140,2014,31527895931,33056068849,0,484938664000,0,20967878000,0,0,0,0
Kota Sukabumi,Kota,31744116140,2015,26020363450,22071782066,0,487739457000,0,36047030000,0,0,0,0
Kota Sukabumi,Kota,31744116140,2016,46449810504,22087621973,0,504731937000,0,71948813288,63414518304,0,41961649000,0
Kota Sukabumi,Kota,31744116140,2017,44108425888,27305603507,0,495865420000,0,65569751594,71721638180,0,7500000000,0
Kota Sukabumi,Kota,31744116140,2018,37392062858,23969468586,0,495865420000,0,56850474873,74139315300,0,39250000000,0
Kota Sukabumi,Kota,31744116140,2019,29159971932,17767504896,0,524001511000,0,62920918810,75200692810,0,33794565000,0
Kota Sukabumi,Kota,31744116140,2020,41378475304,38720505418,0,471842967000,0,65482584685,82192912529,0,19863306000,0
Kota Sukabumi,Kota,31744116140,2021,53374784223,47783355869,0,463567655000,0,63381741757,79508675130,0,41690471000,0
Kota Sukabumi,Kota,31744116140,2022,49869703028,39366137756,0,463567655000,0,50305855128,113540892094,0,24415056000,0
Kota Sukabumi,Kota,31744116140,2023,52750901000,28509727000,1000000000,389503048000,99235196000,15787902529,121812589023,1500000000,18439215000,0
Kota Sukabumi,Kota,31744116140,2024,39182702000,23366057000,1000000000,437895895000,77203034142,31119020494,130801462467,0,20857154000,0
Kota Tasikmalaya,Kota,31744116140,2014,37811962338,33083883976,0,732508313000,0,42397940000,0,0,0,0
Kota Tasikmalaya,Kota,31744116140,2015,30591106250,22073137016,0,741693302000,0,54843180000,0,0,0,0
Kota Tasikmalaya,Kota,31744116140,2016,47136749211,22176845723,0,794021856000,0,72997005256,140294861606,0,0,0
Kota Tasikmalaya,Kota,31744116140,2017,53072903459,27294338968,0,780073445000,0,102589752200,168951595474,0,44698819000,0
Kota Tasikmalaya,Kota,31744116140,2018,41197204383,23969468586,0,780073445000,0,121104115311,178828654565,0,0,0
Kota Tasikmalaya,Kota,31744116140,2019,52826477097,17767589346,0,835006661000,0,86532682363,172624442140,0,22226103000,0
Kota Tasikmalaya,Kota,31744116140,2020,51956100689,38720576468,0,753316752000,0,49271670630,190663693354,0,7970882000,0
Kota Tasikmalaya,Kota,31744116140,2021,58512885310,47854153889,0,742097940000,0,80658238210,179198921700,0,19040718000,0
Kota Tasikmalaya,Kota,31744116140,2022,54391484725,39446305306,0,742097940000,0,65198688661,234408723652,0,26767451000,0
Kota Tasikmalaya,Kota,31744116140,2023,56331715340,23059601000,1000000000,580783768000,196242707000,35812567200,245408922723,0,0,0
Kota Tasikmalaya,Kota,31744116140,2024,48162435000,15806464000,1000000000,717209197000,94852534788,42322375329,245210177960,0,0,0
Kota Cimahi,Kota,31744116140,2014,30929390072,33056068849,0,537371615000,0,26935253000,0,0,0,0
Kota Cimahi,Kota,31744116140,2015,27539824700,22071782066,0,548703908000,0,33621040000,0,0,0,0
Kota Cimahi,Kota,31744116140,2016,47856767466,22087621973,0,586582418000,0,38040632000,91065881000,0,5000000000,0
Kota Cimahi,Kota,31744116140,2017,54556296764,27305603507,0,576278051000,0,84928052886,83214385424,0,55382603000,0
Kota Cimahi,Kota,31744116140,2018,42838707468,23969468586,0,576278051000,0,44132924385,100805913403,0,4500000000,0
Kota Cimahi,Kota,31744116140,2019,35248019150,17767504896,0,598835644000,0,48294625581,98640716340,0,42092139000,0
Kota Cimahi,Kota,31744116140,2020,50460873698,38720505418,0,539717972000,0,45170237820,118326857797,0,97730028000,0
Kota Cimahi,Kota,31744116140,2021,62249486723,47781705502,0,530425978000,0,31966257254,106293551000,0,52247274000,0
Kota Cimahi,Kota,31744116140,2022,60368159392,39358275570,0,530425978000,0,21060743820,147451253766,0,5528168000,0
Kota Cimahi,Kota,31744116140,2023,63641394000,37980202000,1000000000,465469124000,87586912000,13481150654,162921675972,0,0,0
Kota Cimahi,Kota,31744116140,2024,52869784000,30031939000,1000000000,529585300000,53022086486,15755493734,159511598542,0,38445593000,0
Kota Banjar,Kota,31744116140,2014,29232396560,33947304954,0,342267848000,0,19035555000,0,0,0,0
Kota Banjar,Kota,31744116140,2015,24907109950,22146342256,0,352697608000,0,28262672000,0,0,3000000000,5623610000
Kota Banjar,Kota,31744116140,2016,36764610482,22250504873,0,371446687000,0,92697485621,33208190000,0,5000000000,12641064000
Kota Banjar,Kota,31744116140,2017,38099881250,27297748375,0,368153289000,0,41893046000,51175381900,0,7500000000,16396425773
Kota Banjar,Kota,31744116140,2018,36930992421,24134117102,0,368153289000,0,20392438444,55532894599,0,32250000000,17291312000
Kota Banjar,Kota,31744116140,2019,112584688697,19635930498,0,389660310000,0,16297693874,55231608020,0,24915617000,22086828000
Kota Banjar,Kota,31744116140,2020,34624315530,38577950126,0,351736779000,0,13651875531,56844975000,0,77520637000,23265229000
Kota Banjar,Kota,31744116140,2021,46913811753,48536505520,0,346705521000,0,15942061279,59748450500,0,18377579000,25369574000
Kota Banjar,Kota,31744116140,2022,43649196368,40176872266,0,346807146000,0,42133230772,73674954040,0,3403723000,16018603000
Kota Banjar,Kota,31744116140,2023,47237730000,23674211000,0,285495634000,84829750000,14178780272,83594830049,0,11628278000,17915401000
Kota Banjar,Kota,31744116140,2024,38651504000,16448546000,0,341558627000,50113317842,29119115904,82662494469,0,0,18143664000
Kota Magelang,Kota,31744116140,2014,19018770868,1193518447,0,417211449000,0,22365783000,0,0,0,0
Kota Magelang,Kota,31744116140,2015,17783247750,988786715,0,418257922000,0,25774760000,0,0,0,0
Kota Magelang,Kota,31744116140,2016,29253521951,1375719542,0,447909575000,0,48723287463,40670786000,0,0,0
